mutation_option_id,registry_record_id,mutator_agent_id,from_edge_id,target_edge_template,fit_class,precondition_status,confidence,reason,serves_truth
mutationoption_429360688d3345ed92f9cc29,primitive.repo.scripts_check_eval_suite_contract_py.var.py_var_scripts_check_eval_suite_contract_ct_path,mutator:core:output_field_wrapper@candidate,edge_afaed60159d9acc820385984,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_2fc79d58688d999435c94ff8,primitive.repo.scripts_check_eval_suite_contract_py.var.py_var_scripts_check_eval_suite_contract_now,mutator:core:output_field_wrapper@candidate,edge_1dcebb6399bcd6edf516127a,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_f0812fc416838507ba10607a,primitive.repo.scripts_check_eval_suite_contract_py.var.py_var_scripts_check_eval_suite_contract_inline,mutator:core:output_field_wrapper@candidate,edge_4aba5ae4bcbc9285ea1a4cda,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_09aa6875d09e34933f0f6d06,primitive.repo.scripts_check_eval_suite_contract_py.var.py_var_scripts_check_eval_suite_contract_ref_suite,mutator:core:output_field_wrapper@candidate,edge_c5f97a523e4a842a63cf48d6,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_1432b277b22d2a18817a1603,primitive.repo.scripts_check_eval_suite_contract_py.function.py_function_scripts_check_eval_suite_contract_pt_base,mutator:core:output_field_wrapper@candidate,edge_309c5d92df76e2c26526a336,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_e4637d8780fa197009879c05,primitive.repo.scripts_check_eval_suite_contract_py.function.py_function_scripts_check_eval_suite_contract_ct_base,mutator:core:output_field_wrapper@candidate,edge_78ca21e139b9052e11526a23,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_9256a5959dab9ab53e9512ed,primitive.repo.scripts_check_eval_suite_contract_py.function.py_function_scripts_check_eval_suite_contract_self_test,mutator:core:output_field_wrapper@candidate,edge_34a50a639368c93e5664469a,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_79f749a65741c5a809cc99ac,primitive.repo.scripts_check_eval_suite_contract_py.function.py_function_scripts_check_eval_suite_contract_self_test_check,mutator:core:output_field_wrapper@candidate,edge_74c2b1d9a9a588a064e228de,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_924423d10a57e008f1c4b77d,primitive.repo.scripts_check_eval_suite_contract_py.instance.py_inst_scripts_check_eval_suite_contract_self_test_pt_v,mutator:core:output_field_wrapper@candidate,edge_61a5ce775df736012358a12a,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_506ab942c9c3c132d70179e6,primitive.repo.scripts_check_eval_suite_contract_py.instance.py_inst_scripts_check_eval_suite_contract_self_test_ct_v,mutator:core:output_field_wrapper@candidate,edge_dafb7c340fad1d36414bc315,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_9c50eaa06f969772585d4000,primitive.repo.scripts_check_event_envelope_py.function.py_function_scripts_check_event_envelope_self_test,mutator:core:output_field_wrapper@candidate,edge_1033a5da9ac4b03824dcdd20,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_ed7f3684df62a26bb1d3caf9,primitive.repo.scripts_check_event_envelope_py.function.py_function_scripts_check_event_envelope_self_test_check,mutator:core:output_field_wrapper@candidate,edge_11aeaa3cbbb81ef77c50365a,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_497863727679b824229511be,primitive.repo.scripts_check_event_envelope_py.instance.py_inst_scripts_check_event_envelope_self_test_store,mutator:core:output_field_wrapper@candidate,edge_e982329f9be4b63923d22590,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_b7ff67c16f4d52e387be0163,primitive.repo.scripts_check_event_envelope_py.instance.py_inst_scripts_check_event_envelope_self_test_ledger,mutator:core:output_field_wrapper@candidate,edge_1477d0d98fb6253a7c577175,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_d6dcf76013451790b090c37a,primitive.repo.scripts_check_event_envelope_py.instance.py_inst_scripts_check_event_envelope_self_test_bus,mutator:core:output_field_wrapper@candidate,edge_ac039ea23a9818e8f1d42ed4,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_beff77d5223cbc68f5690a2a,primitive.repo.scripts_check_event_envelope_py.function.py_function_scripts_check_event_envelope_main,mutator:core:output_field_wrapper@candidate,edge_fe1cc0b2ea79f2758c9ddf63,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_d6067d6094958312e59974c0,primitive.repo.scripts_check_event_integration_py.var.py_var_scripts_check_event_integration_rr,mutator:core:output_field_wrapper@candidate,edge_f9b623db21ad4f7c95c41f32,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_68004fed3e0b618e03260c3d,primitive.repo.scripts_check_event_integration_py.var.py_var_scripts_check_event_integration_q,mutator:core:output_field_wrapper@candidate,edge_2829bbe0bb4e435a93318483,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_1e99b5c393357232e5e50bcc,primitive.repo.scripts_check_event_integration_py.function.py_function_scripts_check_event_integration_self_test,mutator:core:output_field_wrapper@candidate,edge_a53300691472e590fe5ecd10,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_05f015c5d88621fd4ff750df,primitive.repo.scripts_check_event_integration_py.function.py_function_scripts_check_event_integration_self_test_check,mutator:core:output_field_wrapper@candidate,edge_7cbfa2c27dd66d50949c1b07,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_fc9a7c795a1b6e22b45ba35e,primitive.repo.scripts_check_event_integration_py.instance.py_inst_scripts_check_event_integration_self_test_g,mutator:core:output_field_wrapper@candidate,edge_e51a65462274ac9203d12b5f,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_1490564924b930b73cff692a,primitive.repo.scripts_check_event_integration_py.instance.py_inst_scripts_check_event_integration_self_test_bus,mutator:core:output_field_wrapper@candidate,edge_20ab05450fa329afb04b7143,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_4e99de3d689e0d3f6616eee1,primitive.repo.scripts_check_event_integration_py.instance.py_inst_scripts_check_event_integration_self_test_bus2,mutator:core:output_field_wrapper@candidate,edge_8abe2a66dea21e7649e7535d,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_5599e983cd1955c74baf9fd1,primitive.repo.scripts_check_event_integration_py.instance.py_inst_scripts_check_event_integration_self_test_sbus,mutator:core:output_field_wrapper@candidate,edge_2132ab04fb82c71ed35a66fe,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_93208bba98fc97cc5ebb4602,primitive.repo.scripts_check_event_integration_py.instance.py_inst_scripts_check_event_integration_self_test_g2,mutator:core:output_field_wrapper@candidate,edge_281dd11c9fbdd19e23ba99de,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_dc78f66d1e23a875ab057d3d,primitive.repo.scripts_check_event_integration_py.instance.py_inst_scripts_check_event_integration_self_test_cbus,mutator:core:output_field_wrapper@candidate,edge_83ee333a05cdc4309f89ff05,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_52679f6543e85106c84cc35e,primitive.repo.scripts_check_event_integration_py.instance.py_inst_scripts_check_event_integration_self_test_ebus,mutator:core:output_field_wrapper@candidate,edge_66376a80484b8c2bd7c86a78,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_6b3f6fc1e836ac281598a390,primitive.repo.scripts_check_event_integration_py.instance.py_inst_scripts_check_event_integration_self_test_fetcher,mutator:core:output_field_wrapper@candidate,edge_89a6cbe1e5cb1e4a7c61d82d,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_8c69bc64d2c0519a1bfb6e61,primitive.repo.scripts_check_event_integration_py.instance.py_inst_scripts_check_event_integration_self_test_ibus,mutator:core:output_field_wrapper@candidate,edge_2ae71a45bc30b4324967cdd7,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_3e75f6e945dc5b57cc341611,primitive.repo.scripts_check_event_integration_py.instance.py_inst_scripts_check_event_integration_self_test_efetcher,mutator:core:output_field_wrapper@candidate,edge_59d4f9ed593faf067bdc08a0,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_1dd4b7665e789d3a56202310,primitive.repo.scripts_check_event_integration_py.instance.py_inst_scripts_check_event_integration_self_test_ebus2,mutator:core:output_field_wrapper@candidate,edge_10802f67dd5731843d4d60ac,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_9550182c788354eb364b9069,primitive.repo.scripts_check_event_integration_py.instance.py_inst_scripts_check_event_integration_self_test_frfetcher,mutator:core:output_field_wrapper@candidate,edge_f22ef3882ba329d1ded348f4,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_b3fa084f2f80ef253f43828f,primitive.repo.scripts_check_event_integration_py.instance.py_inst_scripts_check_event_integration_self_test_fbus,mutator:core:output_field_wrapper@candidate,edge_1c044d7af0b30827f1812588,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_3578a043deb52df430d6c94e,primitive.repo.scripts_check_event_integration_py.instance.py_inst_scripts_check_event_integration_self_test_vbus,mutator:core:output_field_wrapper@candidate,edge_0871358dff827fe884aab47f,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_db4f50e57fbb18dbc7f0845d,primitive.repo.scripts_check_event_integration_py.instance.py_inst_scripts_check_event_integration_self_test_mbus,mutator:core:output_field_wrapper@candidate,edge_96c847208202d433deebd3d4,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_63218f22597357bf0a4ab074,primitive.repo.scripts_check_event_integration_py.instance.py_inst_scripts_check_event_integration_self_test_dbus,mutator:core:output_field_wrapper@candidate,edge_1642d585dfb2986278512223,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_ef9b5a69b00c2a6b956de623,primitive.repo.scripts_check_event_integration_py.function.py_function_scripts_check_event_integration_main,mutator:core:output_field_wrapper@candidate,edge_bbc95f712eb80274c431aa0b,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_c2ba890719cb338e2bac4c60,primitive.repo.scripts_check_events_beacon_wiring_py.const.py_const_scripts_check_events_beacon_wiring_repo_root,mutator:core:output_field_wrapper@candidate,edge_53f95cd615181f2e580bba30,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_c87c456d4dbf87f730bfc14c,primitive.repo.scripts_check_events_beacon_wiring_py.const.py_const_scripts_check_events_beacon_wiring_web,mutator:core:output_field_wrapper@candidate,edge_a6f9f98898ac4baefb883f74,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_0545cb57f2fe98ab12d9a1e3,primitive.repo.scripts_check_events_beacon_wiring_py.const.py_const_scripts_check_events_beacon_wiring_kit,mutator:core:output_field_wrapper@candidate,edge_20960415c17d9631626b5c4d,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_d38636b042a36da78569352b,primitive.repo.scripts_check_events_beacon_wiring_py.const.py_const_scripts_check_events_beacon_wiring_probe,mutator:core:output_field_wrapper@candidate,edge_16c9d5316318ac30f6cf7501,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_5aed8109416487bff14d0e30,primitive.repo.scripts_check_events_beacon_wiring_py.function.py_function_scripts_check_events_beacon_wiring_post,mutator:core:output_field_wrapper@candidate,edge_d9df0933a35eff566df15ecd,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_70f56d54cbf6543e6be430f4,primitive.repo.scripts_check_events_beacon_wiring_py.function.py_function_scripts_check_events_beacon_wiring_self_test,mutator:core:output_field_wrapper@candidate,edge_c9d0bc5ce6fb9d3758ae031c,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_014a0ce9c4a6fd85e30f3983,primitive.repo.scripts_check_events_beacon_wiring_py.function.py_function_scripts_check_events_beacon_wiring_self_test_ck,mutator:core:output_field_wrapper@candidate,edge_5b3f802d80ef563257558500,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_8af5945fd6f3f87b1bde826e,primitive.repo.scripts_check_events_beacon_wiring_py.instance.py_inst_scripts_check_events_beacon_wiring_self_test_state,mutator:core:output_field_wrapper@candidate,edge_81e75d54e14b1c0f72f34856,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_54521fe6c67c287e411f5474,primitive.repo.scripts_check_events_beacon_wiring_py.function.py_function_scripts_check_events_beacon_wiring_self_test_js_variant,mutator:core:output_field_wrapper@candidate,edge_7cd013c0c125c74213a8bfac,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_5edc2dc2bbb6611f579f20e2,primitive.repo.scripts_check_examples_video_verifier_py.const.py_const_scripts_check_examples_video_verifier_repo,mutator:core:output_field_wrapper@candidate,edge_42422c88f36f6166d3501bea,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_e61d7faf148c85bc5c43f90a,primitive.repo.scripts_check_examples_video_verifier_py.const.py_const_scripts_check_examples_video_verifier_verifier,mutator:core:output_field_wrapper@candidate,edge_bec6c07be6de5e1dc4419d7a,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_705f15f7128c790f2bd08547,primitive.repo.scripts_check_examples_video_verifier_py.const.py_const_scripts_check_examples_video_verifier_recorder,mutator:core:output_field_wrapper@candidate,edge_40208a825a4a30f761033c92,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_d15a9cd3e1248902130b578c,primitive.repo.scripts_check_examples_video_verifier_py.const.py_const_scripts_check_examples_video_verifier_explorer,mutator:core:output_field_wrapper@candidate,edge_bac34f313cb3bef5069a168c,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_0ce5aee992a2493a808eb422,primitive.repo.scripts_check_examples_video_verifier_py.const.py_const_scripts_check_examples_video_verifier_stress,mutator:core:output_field_wrapper@candidate,edge_e65ef2bb5105c01f732490a4,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_88f37e05fab4311c34a6901d,primitive.repo.scripts_check_examples_video_verifier_py.const.py_const_scripts_check_examples_video_verifier_responsive,mutator:core:output_field_wrapper@candidate,edge_52352a14a265b8a0fe9cef2a,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_3c3c41a9400c2e4b688b701a,primitive.repo.scripts_check_examples_video_verifier_py.var.py_var_scripts_check_examples_video_verifier_ffmpeg_candidates,mutator:core:output_field_wrapper@candidate,edge_905ac6933ee40113f86bfb30,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_078f6586c868b53ae301c14c,primitive.repo.scripts_check_examples_video_verifier_py.function.py_function_scripts_check_examples_video_verifier_ffmpeg,mutator:core:output_field_wrapper@candidate,edge_d465898b25eca0e58836f8a0,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_fbfc230875161d6122e09d7f,primitive.repo.scripts_check_examples_video_verifier_py.function.py_function_scripts_check_examples_video_verifier_self_test,mutator:core:output_field_wrapper@candidate,edge_727ca7dd07cb3bd4d553f930,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_353fd2eddc0801ce1951895e,primitive.repo.scripts_check_examples_video_verifier_py.function.py_function_scripts_check_examples_video_verifier_self_test_ck,mutator:core:output_field_wrapper@candidate,edge_255a89b0ed9325dd845de3d4,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_d957a2bc04971d52245404c8,primitive.repo.scripts_check_examples_video_verifier_py.function.py_function_scripts_check_examples_video_verifier_report,mutator:core:output_field_wrapper@candidate,edge_85077b57540b80f9a5ddf721,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_71181e81bc3e608ff2632fc0,primitive.repo.scripts_check_examples_video_verifier_py.function.py_function_scripts_check_examples_video_verifier_main,mutator:core:output_field_wrapper@candidate,edge_e9fa31e4198efe7a778f5c29,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_5495908f368df87da988da0c,primitive.repo.scripts_check_execution_backend_policy_matrix_py.var.py_var_scripts_check_execution_backend_policy_matrix_a,mutator:core:output_field_wrapper@candidate,edge_51d5bd6bc3c38f83c6e54524,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_ec7e774e7f084178de878ec4,primitive.repo.scripts_check_execution_backend_policy_matrix_py.var.py_var_scripts_check_execution_backend_policy_matrix_majors,mutator:core:output_field_wrapper@candidate,edge_999fb28a0228ed6e06f5a9e0,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_eb87e2d116d312e89bd302fc,primitive.repo.scripts_check_execution_backend_policy_matrix_py.function.py_function_scripts_check_execution_backend_policy_matrix_self_test,mutator:core:output_field_wrapper@candidate,edge_c1f55ff310250e980884f630,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_10122f0e2486515c1bac0e71,primitive.repo.scripts_check_execution_backend_policy_matrix_py.function.py_function_scripts_check_execution_backend_policy_matrix_self_test_chk,mutator:core:output_field_wrapper@candidate,edge_b172634eefd224ddce0f73af,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_0cf46c5f7c43a773d5c32197,primitive.repo.scripts_check_execution_backend_policy_matrix_py.function.py_function_scripts_check_execution_backend_policy_matrix_main,mutator:core:output_field_wrapper@candidate,edge_67de8bf05883ab6a51c988d8,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_879dc0799403a0e0bc53096e,primitive.repo.scripts_check_execution_backend_redteam_py.var.py_var_scripts_check_execution_backend_redteam_repo,mutator:core:output_field_wrapper@candidate,edge_1604709ebab1b341eb144b36,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_b636e8527f99438cd4b23863,primitive.repo.scripts_check_execution_backend_redteam_py.function.py_function_scripts_check_execution_backend_redteam_self_test,mutator:core:output_field_wrapper@candidate,edge_f003ddeaca006ff219f2dff8,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_105dffc70780754fa8103ad3,primitive.repo.scripts_check_execution_backend_redteam_py.function.py_function_scripts_check_execution_backend_redteam_self_test_chk,mutator:core:output_field_wrapper@candidate,edge_74501b67cac01155fc4e5c56,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_262f982e5b8befe31d8a3303,primitive.repo.scripts_check_execution_backend_redteam_py.function.py_function_scripts_check_execution_backend_redteam_main,mutator:core:output_field_wrapper@candidate,edge_146e19d9bd4f5df7bf1df459,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_16c5deafa09ba30915d9bf9d,primitive.repo.scripts_check_execution_backend_selector_py.function.py_function_scripts_check_execution_backend_selector_self_test,mutator:core:output_field_wrapper@candidate,edge_1f31dd0299fdb8fcc00d2c80,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_058ac59f0cb12a0a8bf1d6c1,primitive.repo.scripts_check_execution_backend_selector_py.function.py_function_scripts_check_execution_backend_selector_self_test_chk,mutator:core:output_field_wrapper@candidate,edge_15a20a79deff03f9f6d83210,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_d2eae0003f8defd431ab63d2,primitive.repo.scripts_check_execution_backend_selector_py.function.py_function_scripts_check_execution_backend_selector_main,mutator:core:output_field_wrapper@candidate,edge_89e85fa1907adac9d826c475,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_6949a618387d85aa1f852c35,primitive.repo.scripts_check_execution_dispatch_fail_loud_py.instance.py_inst_scripts_check_execution_dispatch_fail_loud_repo,mutator:core:output_field_wrapper@candidate,edge_df941a7a0a73efa144d01f36,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_d8e7ea9c570135c382be1d43,primitive.repo.scripts_check_execution_dispatch_fail_loud_py.function.py_function_scripts_check_execution_dispatch_fail_loud_self_test,mutator:core:output_field_wrapper@candidate,edge_569276f29b71d2c5bd001338,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_cce59842f24f189681123412,primitive.repo.scripts_check_execution_dispatch_fail_loud_py.function.py_function_scripts_check_execution_dispatch_fail_loud_self_test_ck,mutator:core:output_field_wrapper@candidate,edge_125901598c8192369fe82fac,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_330aa690a5f33f60f564ffb3,primitive.repo.scripts_check_execution_provider_factory_py.var.py_var_scripts_check_execution_provider_factory_r,mutator:core:output_field_wrapper@candidate,edge_77fb2a4081a9ec270e5b622b,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_05a6858190e63419068da37f,primitive.repo.scripts_check_execution_provider_factory_py.function.py_function_scripts_check_execution_provider_factory_self_test,mutator:core:output_field_wrapper@candidate,edge_ee9c0b68d1beb52e4c2e1053,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_5ccc9fe6b4ef208c3076e7fc,primitive.repo.scripts_check_execution_provider_factory_py.function.py_function_scripts_check_execution_provider_factory_self_test_ck,mutator:core:output_field_wrapper@candidate,edge_c69007bed77cff89485ad920,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_26bbf13883aa22a3b2a07156,primitive.repo.scripts_check_execution_provider_factory_py.function.py_function_scripts_check_execution_provider_factory_raises,mutator:core:output_field_wrapper@candidate,edge_72f3aa57a25631eed56fa0ee,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_37620be71cdec9ff86faab8d,primitive.repo.scripts_check_execution_provider_factory_py.function.py_function_scripts_check_execution_provider_factory_main,mutator:core:output_field_wrapper@candidate,edge_9a3a08734b19db6a9497f4f7,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_d84ced0ffc8495a3d8dde666,primitive.repo.scripts_check_experiments_isolation_py.var.py_var_scripts_check_experiments_isolation_imports_experiments,mutator:core:output_field_wrapper@candidate,edge_d5e6b874e37a69dc12d39a77,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_da82ff34172242593ecb2bd5,primitive.repo.scripts_check_experiments_isolation_py.var.py_var_scripts_check_experiments_isolation_rr,mutator:core:output_field_wrapper@candidate,edge_8733006573ca91f1aeb54faf,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_ae8e7e1bfaff98978c2a4e65,primitive.repo.scripts_check_experiments_isolation_py.var.py_var_scripts_check_experiments_isolation_repo,mutator:core:output_field_wrapper@candidate,edge_af01d044aa1a44b9ea6a4fa1,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_0eef1f1ce85687b9d903c77c,primitive.repo.scripts_check_experiments_isolation_py.var.py_var_scripts_check_experiments_isolation_template,mutator:core:output_field_wrapper@candidate,edge_6e86e02f70667ce630c3803e,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
