registry_record_id,registry_source_id,role,evidence_span,license_status
primitive.repo.scripts_check_lookup_portals_py.function.py_function_scripts_check_lookup_portals_main,source_38bbc032af9da8cb37eedacb,derived_from,"{""line"": 27, ""symbol"": ""main""}",candidate
primitive.repo.scripts_check_lookup_portals_py.function.py_function_scripts_check_lookup_portals_main_ck,source_38bbc032af9da8cb37eedacb,derived_from,"{""line"": 37, ""symbol"": ""ck""}",candidate
primitive.repo.scripts_check_loop_runtime_py.instance.py_inst_scripts_check_loop_runtime_repo,source_509483de44fa1bef1701987d,derived_from,"{""line"": 41, ""symbol"": ""_REPO""}",candidate
primitive.repo.scripts_check_loop_runtime_py.var.py_var_scripts_check_loop_runtime_hook,source_509483de44fa1bef1701987d,derived_from,"{""line"": 45, ""symbol"": ""_HOOK""}",candidate
primitive.repo.scripts_check_loop_runtime_py.var.py_var_scripts_check_loop_runtime_runner,source_509483de44fa1bef1701987d,derived_from,"{""line"": 46, ""symbol"": ""_RUNNER""}",candidate
primitive.repo.scripts_check_loop_runtime_py.var.py_var_scripts_check_loop_runtime_settings,source_509483de44fa1bef1701987d,derived_from,"{""line"": 47, ""symbol"": ""_SETTINGS""}",candidate
primitive.repo.scripts_check_loop_runtime_py.var.py_var_scripts_check_loop_runtime_payload,source_509483de44fa1bef1701987d,derived_from,"{""line"": 48, ""symbol"": ""_PAYLOAD""}",candidate
primitive.repo.scripts_check_loop_runtime_py.var.py_var_scripts_check_loop_runtime_leak,source_509483de44fa1bef1701987d,derived_from,"{""line"": 49, ""symbol"": ""_LEAK""}",candidate
primitive.repo.scripts_check_loop_runtime_py.function.py_function_scripts_check_loop_runtime_run_hook,source_509483de44fa1bef1701987d,derived_from,"{""line"": 52, ""symbol"": ""_run_hook""}",candidate
primitive.repo.scripts_check_loop_runtime_py.function.py_function_scripts_check_loop_runtime_self_test,source_509483de44fa1bef1701987d,derived_from,"{""line"": 60, ""symbol"": ""_self_test""}",candidate
primitive.repo.scripts_check_loop_runtime_py.function.py_function_scripts_check_loop_runtime_self_test_check,source_509483de44fa1bef1701987d,derived_from,"{""line"": 63, ""symbol"": ""check""}",candidate
primitive.repo.scripts_check_loop_runtime_py.instance.py_inst_scripts_check_loop_runtime_self_test_d_empty,source_509483de44fa1bef1701987d,derived_from,"{""line"": 78, ""symbol"": ""d_empty""}",candidate
primitive.repo.scripts_check_loop_runtime_py.instance.py_inst_scripts_check_loop_runtime_self_test_d_arm,source_509483de44fa1bef1701987d,derived_from,"{""line"": 79, ""symbol"": ""d_arm""}",candidate
primitive.repo.scripts_check_lossless_artifact_store_py.var.py_var_scripts_check_lossless_artifact_store_repo,source_a7e59646e5bde9d350a6bc9d,derived_from,"{""line"": 24, ""symbol"": ""_REPO""}",candidate
primitive.repo.scripts_check_lossless_artifact_store_py.var.py_var_scripts_check_lossless_artifact_store_now,source_a7e59646e5bde9d350a6bc9d,derived_from,"{""line"": 39, ""symbol"": ""_NOW""}",candidate
primitive.repo.scripts_check_lossless_artifact_store_py.var.py_var_scripts_check_lossless_artifact_store_tenant_a,source_a7e59646e5bde9d350a6bc9d,derived_from,"{""line"": 40, ""symbol"": ""_TENANT_A""}",candidate
primitive.repo.scripts_check_lossless_artifact_store_py.var.py_var_scripts_check_lossless_artifact_store_tenant_b,source_a7e59646e5bde9d350a6bc9d,derived_from,"{""line"": 41, ""symbol"": ""_TENANT_B""}",candidate
primitive.repo.scripts_check_lossless_artifact_store_py.var.py_var_scripts_check_lossless_artifact_store_raw_bytes,source_a7e59646e5bde9d350a6bc9d,derived_from,"{""line"": 42, ""symbol"": ""_RAW_BYTES""}",candidate
primitive.repo.scripts_check_lossless_artifact_store_py.function.py_function_scripts_check_lossless_artifact_store_self_test,source_a7e59646e5bde9d350a6bc9d,derived_from,"{""line"": 45, ""symbol"": ""_self_test""}",candidate
primitive.repo.scripts_check_lossless_artifact_store_py.function.py_function_scripts_check_lossless_artifact_store_self_test_check,source_a7e59646e5bde9d350a6bc9d,derived_from,"{""line"": 48, ""symbol"": ""check""}",candidate
primitive.repo.scripts_check_lossless_artifact_store_py.instance.py_inst_scripts_check_lossless_artifact_store_self_test_store,source_a7e59646e5bde9d350a6bc9d,derived_from,"{""line"": 53, ""symbol"": ""store""}",candidate
primitive.repo.scripts_check_lossless_artifact_store_py.instance.py_inst_scripts_check_lossless_artifact_store_self_test_fresh,source_a7e59646e5bde9d350a6bc9d,derived_from,"{""line"": 125, ""symbol"": ""fresh""}",candidate
primitive.repo.scripts_check_lossless_artifact_store_py.function.py_function_scripts_check_lossless_artifact_store_main,source_a7e59646e5bde9d350a6bc9d,derived_from,"{""line"": 179, ""symbol"": ""_main""}",candidate
primitive.repo.scripts_check_lossless_distillation_contracts_py.var.py_var_scripts_check_lossless_distillation_contracts_repo,source_d9d961a54dfa00556bccd2a3,derived_from,"{""line"": 27, ""symbol"": ""_REPO""}",candidate
primitive.repo.scripts_check_lossless_distillation_contracts_py.var.py_var_scripts_check_lossless_distillation_contracts_schema_dir,source_d9d961a54dfa00556bccd2a3,derived_from,"{""line"": 28, ""symbol"": ""_SCHEMA_DIR""}",candidate
primitive.repo.scripts_check_lossless_distillation_contracts_py.var.py_var_scripts_check_lossless_distillation_contracts_ex_dir,source_d9d961a54dfa00556bccd2a3,derived_from,"{""line"": 29, ""symbol"": ""_EX_DIR""}",candidate
primitive.repo.scripts_check_lossless_distillation_contracts_py.var.py_var_scripts_check_lossless_distillation_contracts_schemas,source_d9d961a54dfa00556bccd2a3,derived_from,"{""line"": 32, ""symbol"": ""_SCHEMAS""}",candidate
primitive.repo.scripts_check_lossless_distillation_contracts_py.var.py_var_scripts_check_lossless_distillation_contracts_run_required,source_d9d961a54dfa00556bccd2a3,derived_from,"{""line"": 36, ""symbol"": ""_RUN_REQUIRED""}",candidate
primitive.repo.scripts_check_lossless_distillation_contracts_py.var.py_var_scripts_check_lossless_distillation_contracts_preservation_lists,source_d9d961a54dfa00556bccd2a3,derived_from,"{""line"": 40, ""symbol"": ""_PRESERVATION_LISTS""}",candidate
primitive.repo.scripts_check_lossless_distillation_contracts_py.var.py_var_scripts_check_lossless_distillation_contracts_allowed_keywords,source_d9d961a54dfa00556bccd2a3,derived_from,"{""line"": 42, ""symbol"": ""_ALLOWED_KEYWORDS""}",candidate
primitive.repo.scripts_check_lossless_distillation_contracts_py.function.py_function_scripts_check_lossless_distillation_contracts_keys_ok,source_d9d961a54dfa00556bccd2a3,derived_from,"{""line"": 46, ""symbol"": ""_keys_ok""}",candidate
primitive.repo.scripts_check_lossless_distillation_contracts_py.function.py_function_scripts_check_lossless_distillation_contracts_self_test,source_d9d961a54dfa00556bccd2a3,derived_from,"{""line"": 64, ""symbol"": ""_self_test""}",candidate
primitive.repo.scripts_check_lossless_distillation_contracts_py.function.py_function_scripts_check_lossless_distillation_contracts_self_test_check,source_d9d961a54dfa00556bccd2a3,derived_from,"{""line"": 67, ""symbol"": ""check""}",candidate
primitive.repo.scripts_check_lossless_distillation_contracts_py.function.py_function_scripts_check_lossless_distillation_contracts_self_test_has_config_or_rule,source_d9d961a54dfa00556bccd2a3,derived_from,"{""line"": 145, ""symbol"": ""_has_config_or_rule""}",candidate
primitive.repo.scripts_check_lossless_distillation_contracts_py.function.py_function_scripts_check_lossless_distillation_contracts_main,source_d9d961a54dfa00556bccd2a3,derived_from,"{""line"": 207, ""symbol"": ""_main""}",candidate
primitive.repo.scripts_check_lossless_distillation_full_stack_py.var.py_var_scripts_check_lossless_distillation_full_stack_repo,source_f6ae894e9d9df5020dcdc821,derived_from,"{""line"": 35, ""symbol"": ""_REPO""}",candidate
primitive.repo.scripts_check_lossless_distillation_full_stack_py.var.py_var_scripts_check_lossless_distillation_full_stack_now,source_f6ae894e9d9df5020dcdc821,derived_from,"{""line"": 45, ""symbol"": ""_NOW""}",candidate
primitive.repo.scripts_check_lossless_distillation_full_stack_py.var.py_var_scripts_check_lossless_distillation_full_stack_tenant,source_f6ae894e9d9df5020dcdc821,derived_from,"{""line"": 46, ""symbol"": ""_TENANT""}",candidate
primitive.repo.scripts_check_lossless_distillation_full_stack_py.var.py_var_scripts_check_lossless_distillation_full_stack_handle,source_f6ae894e9d9df5020dcdc821,derived_from,"{""line"": 47, ""symbol"": ""_HANDLE""}",candidate
primitive.repo.scripts_check_lossless_distillation_full_stack_py.var.py_var_scripts_check_lossless_distillation_full_stack_faq_handle,source_f6ae894e9d9df5020dcdc821,derived_from,"{""line"": 48, ""symbol"": ""_FAQ_HANDLE""}",candidate
primitive.repo.scripts_check_lossless_distillation_full_stack_py.var.py_var_scripts_check_lossless_distillation_full_stack_raw_bytes,source_f6ae894e9d9df5020dcdc821,derived_from,"{""line"": 49, ""symbol"": ""_RAW_BYTES""}",candidate
primitive.repo.scripts_check_lossless_distillation_full_stack_py.var.py_var_scripts_check_lossless_distillation_full_stack_schema_dir,source_f6ae894e9d9df5020dcdc821,derived_from,"{""line"": 51, ""symbol"": ""_SCHEMA_DIR""}",candidate
primitive.repo.scripts_check_lossless_distillation_full_stack_py.var.py_var_scripts_check_lossless_distillation_full_stack_transforms,source_f6ae894e9d9df5020dcdc821,derived_from,"{""line"": 53, ""symbol"": ""_TRANSFORMS""}",candidate
primitive.repo.scripts_check_lossless_distillation_full_stack_py.var.py_var_scripts_check_lossless_distillation_full_stack_transform_proof,source_f6ae894e9d9df5020dcdc821,derived_from,"{""line"": 55, ""symbol"": ""_TRANSFORM_PROOF""}",candidate
primitive.repo.scripts_check_lossless_distillation_full_stack_py.var.py_var_scripts_check_lossless_distillation_full_stack_contract_stems,source_f6ae894e9d9df5020dcdc821,derived_from,"{""line"": 62, ""symbol"": ""_CONTRACT_STEMS""}",candidate
primitive.repo.scripts_check_lossless_distillation_full_stack_py.function.py_function_scripts_check_lossless_distillation_full_stack_build_graph,source_f6ae894e9d9df5020dcdc821,derived_from,"{""line"": 66, ""symbol"": ""_build_graph""}",candidate
primitive.repo.scripts_check_lossless_distillation_full_stack_py.function.py_function_scripts_check_lossless_distillation_full_stack_run_proof,source_f6ae894e9d9df5020dcdc821,derived_from,"{""line"": 116, ""symbol"": ""_run_proof""}",candidate
primitive.repo.scripts_check_lossless_distillation_full_stack_py.function.py_function_scripts_check_lossless_distillation_full_stack_self_test,source_f6ae894e9d9df5020dcdc821,derived_from,"{""line"": 125, ""symbol"": ""_self_test""}",candidate
primitive.repo.scripts_check_lossless_distillation_full_stack_py.function.py_function_scripts_check_lossless_distillation_full_stack_self_test_check,source_f6ae894e9d9df5020dcdc821,derived_from,"{""line"": 128, ""symbol"": ""check""}",candidate
primitive.repo.scripts_check_lossless_distillation_full_stack_py.instance.py_inst_scripts_check_lossless_distillation_full_stack_self_test_store,source_f6ae894e9d9df5020dcdc821,derived_from,"{""line"": 143, ""symbol"": ""store""}",candidate
primitive.repo.scripts_check_lossless_distillation_full_stack_py.function.py_function_scripts_check_lossless_distillation_full_stack_self_test_yn,source_f6ae894e9d9df5020dcdc821,derived_from,"{""line"": 212, ""symbol"": ""yn""}",candidate
primitive.repo.scripts_check_lossless_distillation_full_stack_py.function.py_function_scripts_check_lossless_distillation_full_stack_main,source_f6ae894e9d9df5020dcdc821,derived_from,"{""line"": 255, ""symbol"": ""_main""}",candidate
primitive.repo.scripts_check_lossless_distillation_redteam_py.var.py_var_scripts_check_lossless_distillation_redteam_repo,source_47e73e8ca0890b379eee9491,derived_from,"{""line"": 33, ""symbol"": ""_REPO""}",candidate
primitive.repo.scripts_check_lossless_distillation_redteam_py.var.py_var_scripts_check_lossless_distillation_redteam_now,source_47e73e8ca0890b379eee9491,derived_from,"{""line"": 48, ""symbol"": ""_NOW""}",candidate
primitive.repo.scripts_check_lossless_distillation_redteam_py.var.py_var_scripts_check_lossless_distillation_redteam_tenant,source_47e73e8ca0890b379eee9491,derived_from,"{""line"": 49, ""symbol"": ""_TENANT""}",candidate
primitive.repo.scripts_check_lossless_distillation_redteam_py.var.py_var_scripts_check_lossless_distillation_redteam_other,source_47e73e8ca0890b379eee9491,derived_from,"{""line"": 50, ""symbol"": ""_OTHER""}",candidate
primitive.repo.scripts_check_lossless_distillation_redteam_py.var.py_var_scripts_check_lossless_distillation_redteam_handle,source_47e73e8ca0890b379eee9491,derived_from,"{""line"": 51, ""symbol"": ""_HANDLE""}",candidate
primitive.repo.scripts_check_lossless_distillation_redteam_py.var.py_var_scripts_check_lossless_distillation_redteam_faq_handle,source_47e73e8ca0890b379eee9491,derived_from,"{""line"": 52, ""symbol"": ""_FAQ_HANDLE""}",candidate
primitive.repo.scripts_check_lossless_distillation_redteam_py.var.py_var_scripts_check_lossless_distillation_redteam_pack_key,source_47e73e8ca0890b379eee9491,derived_from,"{""line"": 53, ""symbol"": ""_PACK_KEY""}",candidate
primitive.repo.scripts_check_lossless_distillation_redteam_py.var.py_var_scripts_check_lossless_distillation_redteam_raw_bytes,source_47e73e8ca0890b379eee9491,derived_from,"{""line"": 54, ""symbol"": ""_RAW_BYTES""}",candidate
primitive.repo.scripts_check_lossless_distillation_redteam_py.function.py_function_scripts_check_lossless_distillation_redteam_build,source_47e73e8ca0890b379eee9491,derived_from,"{""line"": 57, ""symbol"": ""_build""}",candidate
primitive.repo.scripts_check_lossless_distillation_redteam_py.function.py_function_scripts_check_lossless_distillation_redteam_self_test,source_47e73e8ca0890b379eee9491,derived_from,"{""line"": 99, ""symbol"": ""_self_test""}",candidate
primitive.repo.scripts_check_lossless_distillation_redteam_py.function.py_function_scripts_check_lossless_distillation_redteam_self_test_attack_fails_safely,source_47e73e8ca0890b379eee9491,derived_from,"{""line"": 102, ""symbol"": ""attack_fails_safely""}",candidate
primitive.repo.scripts_check_lossless_distillation_redteam_py.instance.py_inst_scripts_check_lossless_distillation_redteam_self_test_store,source_47e73e8ca0890b379eee9491,derived_from,"{""line"": 108, ""symbol"": ""store""}",candidate
primitive.repo.scripts_check_lossless_distillation_redteam_py.instance.py_inst_scripts_check_lossless_distillation_redteam_self_test_other,source_47e73e8ca0890b379eee9491,derived_from,"{""line"": 207, ""symbol"": ""other""}",candidate
primitive.repo.scripts_check_lossless_distillation_redteam_py.instance.py_inst_scripts_check_lossless_distillation_redteam_self_test_store2,source_47e73e8ca0890b379eee9491,derived_from,"{""line"": 227, ""symbol"": ""store2""}",candidate
primitive.repo.scripts_check_lossless_distillation_redteam_py.function.py_function_scripts_check_lossless_distillation_redteam_main,source_47e73e8ca0890b379eee9491,derived_from,"{""line"": 250, ""symbol"": ""_main""}",candidate
primitive.repo.scripts_check_lowcost_llm_endpoint_registry_py.var.py_var_scripts_check_lowcost_llm_endpoint_registry_repo,source_fd8e20857634d09809eae206,derived_from,"{""line"": 38, ""symbol"": ""_REPO""}",candidate
primitive.repo.scripts_check_lowcost_llm_endpoint_registry_py.var.py_var_scripts_check_lowcost_llm_endpoint_registry_registry,source_fd8e20857634d09809eae206,derived_from,"{""line"": 39, ""symbol"": ""_REGISTRY""}",candidate
primitive.repo.scripts_check_lowcost_llm_endpoint_registry_py.const.py_const_scripts_check_lowcost_llm_endpoint_registry_forbidden_data_classes,source_fd8e20857634d09809eae206,derived_from,"{""line"": 42, ""symbol"": ""FORBIDDEN_DATA_CLASSES""}",candidate
primitive.repo.scripts_check_lowcost_llm_endpoint_registry_py.const.py_const_scripts_check_lowcost_llm_endpoint_registry_allowed_cost_classes,source_fd8e20857634d09809eae206,derived_from,"{""line"": 43, ""symbol"": ""ALLOWED_COST_CLASSES""}",candidate
primitive.repo.scripts_check_lowcost_llm_endpoint_registry_py.const.py_const_scripts_check_lowcost_llm_endpoint_registry_expected_admit_tiers,source_fd8e20857634d09809eae206,derived_from,"{""line"": 44, ""symbol"": ""EXPECTED_ADMIT_TIERS""}",candidate
primitive.repo.scripts_check_lowcost_llm_endpoint_registry_py.const.py_const_scripts_check_lowcost_llm_endpoint_registry_expected_statuses,source_fd8e20857634d09809eae206,derived_from,"{""line"": 45, ""symbol"": ""EXPECTED_STATUSES""}",candidate
primitive.repo.scripts_check_lowcost_llm_endpoint_registry_py.const.py_const_scripts_check_lowcost_llm_endpoint_registry_required_fields,source_fd8e20857634d09809eae206,derived_from,"{""line"": 46, ""symbol"": ""REQUIRED_FIELDS""}",candidate
primitive.repo.scripts_check_lowcost_llm_endpoint_registry_py.var.py_var_scripts_check_lowcost_llm_endpoint_registry_raw_key_re,source_fd8e20857634d09809eae206,derived_from,"{""line"": 53, ""symbol"": ""_RAW_KEY_RE""}",candidate
primitive.repo.scripts_check_lowcost_llm_endpoint_registry_py.function.py_function_scripts_check_lowcost_llm_endpoint_registry_self_test,source_fd8e20857634d09809eae206,derived_from,"{""line"": 56, ""symbol"": ""_self_test""}",candidate
primitive.repo.scripts_check_lowcost_llm_endpoint_registry_py.function.py_function_scripts_check_lowcost_llm_endpoint_registry_self_test_check,source_fd8e20857634d09809eae206,derived_from,"{""line"": 59, ""symbol"": ""check""}",candidate
primitive.repo.scripts_check_lowcost_llm_endpoint_registry_py.function.py_function_scripts_check_lowcost_llm_endpoint_registry_self_test_bad_g,source_fd8e20857634d09809eae206,derived_from,"{""line"": 106, ""symbol"": ""_bad_g""}",candidate
primitive.repo.scripts_check_lowcost_llm_endpoint_registry_py.function.py_function_scripts_check_lowcost_llm_endpoint_registry_self_test_is_admit_first,source_fd8e20857634d09809eae206,derived_from,"{""line"": 149, ""symbol"": ""_is_admit_first""}",candidate
primitive.repo.scripts_check_medium_config_py.var.py_var_scripts_check_medium_config_r,source_78c7e2eecebebe487b54fdd5,derived_from,"{""line"": 17, ""symbol"": ""_R""}",candidate
primitive.repo.scripts_check_medium_config_py.function.py_function_scripts_check_medium_config_self_test,source_78c7e2eecebebe487b54fdd5,derived_from,"{""line"": 24, ""symbol"": ""_self_test""}",candidate
primitive.repo.scripts_check_medium_config_py.function.py_function_scripts_check_medium_config_self_test_ck,source_78c7e2eecebebe487b54fdd5,derived_from,"{""line"": 26, ""symbol"": ""ck""}",candidate
primitive.repo.scripts_check_medium_config_py.function.py_function_scripts_check_medium_config_main,source_78c7e2eecebebe487b54fdd5,derived_from,"{""line"": 64, ""symbol"": ""_main""}",candidate
primitive.repo.scripts_check_memory_api_py.var.py_var_scripts_check_memory_api_secret_markers,source_a5aaf7b6495039997655b6fd,derived_from,"{""line"": 18, ""symbol"": ""_SECRET_MARKERS""}",candidate
primitive.repo.scripts_check_memory_api_py.function.py_function_scripts_check_memory_api_no_secret,source_a5aaf7b6495039997655b6fd,derived_from,"{""line"": 21, ""symbol"": ""_no_secret""}",candidate
primitive.repo.scripts_check_memory_api_py.function.py_function_scripts_check_memory_api_self_test,source_a5aaf7b6495039997655b6fd,derived_from,"{""line"": 28, ""symbol"": ""_self_test""}",candidate
primitive.repo.scripts_check_memory_api_py.function.py_function_scripts_check_memory_api_self_test_check,source_a5aaf7b6495039997655b6fd,derived_from,"{""line"": 31, ""symbol"": ""check""}",candidate
primitive.repo.scripts_check_memory_api_py.function.py_function_scripts_check_memory_api_main,source_a5aaf7b6495039997655b6fd,derived_from,"{""line"": 90, ""symbol"": ""_main""}",candidate
primitive.repo.scripts_check_memory_page_projection_only_py.var.py_var_scripts_check_memory_page_projection_only_repo,source_b7dade0bca7247b7b4d0ed2f,derived_from,"{""line"": 15, ""symbol"": ""_REPO""}",candidate
primitive.repo.scripts_check_memory_page_projection_only_py.var.py_var_scripts_check_memory_page_projection_only_page,source_b7dade0bca7247b7b4d0ed2f,derived_from,"{""line"": 16, ""symbol"": ""_PAGE""}",candidate
primitive.repo.scripts_check_memory_page_projection_only_py.var.py_var_scripts_check_memory_page_projection_only_allowed_fetch_prefix,source_b7dade0bca7247b7b4d0ed2f,derived_from,"{""line"": 19, ""symbol"": ""_ALLOWED_FETCH_PREFIX""}",candidate
primitive.repo.scripts_check_memory_page_projection_only_py.var.py_var_scripts_check_memory_page_projection_only_forbidden,source_b7dade0bca7247b7b4d0ed2f,derived_from,"{""line"": 21, ""symbol"": ""_FORBIDDEN""}",candidate
primitive.repo.scripts_check_memory_page_projection_only_py.var.py_var_scripts_check_memory_page_projection_only_required_panels,source_b7dade0bca7247b7b4d0ed2f,derived_from,"{""line"": 27, ""symbol"": ""_REQUIRED_PANELS""}",candidate
primitive.repo.scripts_check_memory_page_projection_only_py.var.py_var_scripts_check_memory_page_projection_only_required_labels,source_b7dade0bca7247b7b4d0ed2f,derived_from,"{""line"": 32, ""symbol"": ""_REQUIRED_LABELS""}",candidate
primitive.repo.scripts_check_memory_page_projection_only_py.var.py_var_scripts_check_memory_page_projection_only_required_states,source_b7dade0bca7247b7b4d0ed2f,derived_from,"{""line"": 34, ""symbol"": ""_REQUIRED_STATES""}",candidate
primitive.repo.scripts_check_memory_page_projection_only_py.function.py_function_scripts_check_memory_page_projection_only_fetch_targets,source_b7dade0bca7247b7b4d0ed2f,derived_from,"{""line"": 37, ""symbol"": ""_fetch_targets""}",candidate
primitive.repo.scripts_check_memory_page_projection_only_py.function.py_function_scripts_check_memory_page_projection_only_endpoint_literals,source_b7dade0bca7247b7b4d0ed2f,derived_from,"{""line"": 48, ""symbol"": ""_endpoint_literals""}",candidate
primitive.repo.scripts_check_memory_page_projection_only_py.function.py_function_scripts_check_memory_page_projection_only_self_test,source_b7dade0bca7247b7b4d0ed2f,derived_from,"{""line"": 53, ""symbol"": ""_self_test""}",candidate
primitive.repo.scripts_check_memory_page_projection_only_py.function.py_function_scripts_check_memory_page_projection_only_self_test_check,source_b7dade0bca7247b7b4d0ed2f,derived_from,"{""line"": 56, ""symbol"": ""check""}",candidate
primitive.repo.scripts_check_memory_page_projection_only_py.function.py_function_scripts_check_memory_page_projection_only_main,source_b7dade0bca7247b7b4d0ed2f,derived_from,"{""line"": 103, ""symbol"": ""_main""}",candidate
primitive.repo.scripts_check_memory_provider_contract_py.var.py_var_scripts_check_memory_provider_contract_repo,source_9ffe61782f2adee223fa7f4b,derived_from,"{""line"": 28, ""symbol"": ""_REPO""}",candidate
primitive.repo.scripts_check_memory_provider_contract_py.var.py_var_scripts_check_memory_provider_contract_schema_dir,source_9ffe61782f2adee223fa7f4b,derived_from,"{""line"": 29, ""symbol"": ""_SCHEMA_DIR""}",candidate
primitive.repo.scripts_check_memory_provider_contract_py.var.py_var_scripts_check_memory_provider_contract_ex_dir,source_9ffe61782f2adee223fa7f4b,derived_from,"{""line"": 30, ""symbol"": ""_EX_DIR""}",candidate
primitive.repo.scripts_check_memory_provider_contract_py.var.py_var_scripts_check_memory_provider_contract_schemas,source_9ffe61782f2adee223fa7f4b,derived_from,"{""line"": 33, ""symbol"": ""_SCHEMAS""}",candidate
primitive.repo.scripts_check_memory_provider_contract_py.var.py_var_scripts_check_memory_provider_contract_memory_artifact_required,source_9ffe61782f2adee223fa7f4b,derived_from,"{""line"": 36, ""symbol"": ""_MEMORY_ARTIFACT_REQUIRED""}",candidate
primitive.repo.scripts_check_memory_provider_contract_py.var.py_var_scripts_check_memory_provider_contract_claim_status_enum,source_9ffe61782f2adee223fa7f4b,derived_from,"{""line"": 39, ""symbol"": ""_CLAIM_STATUS_ENUM""}",candidate
primitive.repo.scripts_check_memory_provider_contract_py.var.py_var_scripts_check_memory_provider_contract_credential_ref_prefixes,source_9ffe61782f2adee223fa7f4b,derived_from,"{""line"": 41, ""symbol"": ""_CREDENTIAL_REF_PREFIXES""}",candidate
primitive.repo.scripts_check_memory_provider_contract_py.var.py_var_scripts_check_memory_provider_contract_special_invalids,source_9ffe61782f2adee223fa7f4b,derived_from,"{""line"": 43, ""symbol"": ""_SPECIAL_INVALIDS""}",candidate
primitive.repo.scripts_check_memory_provider_contract_py.function.py_function_scripts_check_memory_provider_contract_is_credential_ref,source_9ffe61782f2adee223fa7f4b,derived_from,"{""line"": 46, ""symbol"": ""_is_credential_ref""}",candidate
primitive.repo.scripts_check_memory_provider_contract_py.function.py_function_scripts_check_memory_provider_contract_self_test,source_9ffe61782f2adee223fa7f4b,derived_from,"{""line"": 50, ""symbol"": ""_self_test""}",candidate
primitive.repo.scripts_check_memory_provider_contract_py.function.py_function_scripts_check_memory_provider_contract_self_test_check,source_9ffe61782f2adee223fa7f4b,derived_from,"{""line"": 53, ""symbol"": ""check""}",candidate
primitive.repo.scripts_check_memory_provider_contract_py.function.py_function_scripts_check_memory_provider_contract_self_test_keys_ok,source_9ffe61782f2adee223fa7f4b,derived_from,"{""line"": 74, ""symbol"": ""_keys_ok""}",candidate
primitive.repo.scripts_check_memory_provider_contract_py.function.py_function_scripts_check_memory_provider_contract_main,source_9ffe61782f2adee223fa7f4b,derived_from,"{""line"": 190, ""symbol"": ""_main""}",candidate
primitive.repo.scripts_check_memory_provider_full_stack_py.var.py_var_scripts_check_memory_provider_full_stack_repo,source_162959f1b586435a1c0169c2,derived_from,"{""line"": 34, ""symbol"": ""_REPO""}",candidate
primitive.repo.scripts_check_memory_provider_full_stack_py.var.py_var_scripts_check_memory_provider_full_stack_now,source_162959f1b586435a1c0169c2,derived_from,"{""line"": 50, ""symbol"": ""_NOW""}",candidate
primitive.repo.scripts_check_memory_provider_full_stack_py.var.py_var_scripts_check_memory_provider_full_stack_now_iso,source_162959f1b586435a1c0169c2,derived_from,"{""line"": 51, ""symbol"": ""_NOW_ISO""}",candidate
primitive.repo.scripts_check_memory_provider_full_stack_py.var.py_var_scripts_check_memory_provider_full_stack_trace_schema,source_162959f1b586435a1c0169c2,derived_from,"{""line"": 54, ""symbol"": ""_TRACE_SCHEMA""}",candidate
primitive.repo.scripts_check_memory_provider_full_stack_py.function.py_function_scripts_check_memory_provider_full_stack_make_trace,source_162959f1b586435a1c0169c2,derived_from,"{""line"": 57, ""symbol"": ""_make_trace""}",candidate
primitive.repo.scripts_check_memory_provider_full_stack_py.function.py_function_scripts_check_memory_provider_full_stack_artifact_governance_problems,source_162959f1b586435a1c0169c2,derived_from,"{""line"": 79, ""symbol"": ""_artifact_governance_problems""}",candidate
primitive.repo.scripts_check_memory_provider_full_stack_py.function.py_function_scripts_check_memory_provider_full_stack_run_provider,source_162959f1b586435a1c0169c2,derived_from,"{""line"": 106, ""symbol"": ""_run_provider""}",candidate
primitive.repo.scripts_check_memory_provider_full_stack_py.function.py_function_scripts_check_memory_provider_full_stack_self_test,source_162959f1b586435a1c0169c2,derived_from,"{""line"": 186, ""symbol"": ""_self_test""}",candidate
primitive.repo.scripts_check_memory_provider_full_stack_py.function.py_function_scripts_check_memory_provider_full_stack_self_test_check,source_162959f1b586435a1c0169c2,derived_from,"{""line"": 189, ""symbol"": ""check""}",candidate
primitive.repo.scripts_check_memory_provider_full_stack_py.instance.py_inst_scripts_check_memory_provider_full_stack_self_test_api,source_162959f1b586435a1c0169c2,derived_from,"{""line"": 229, ""symbol"": ""api""}",candidate
primitive.repo.scripts_check_memory_provider_full_stack_py.instance.py_inst_scripts_check_memory_provider_full_stack_self_test_mcp,source_162959f1b586435a1c0169c2,derived_from,"{""line"": 239, ""symbol"": ""mcp""}",candidate
primitive.repo.scripts_check_memory_provider_full_stack_py.function.py_function_scripts_check_memory_provider_full_stack_main,source_162959f1b586435a1c0169c2,derived_from,"{""line"": 265, ""symbol"": ""_main""}",candidate
primitive.repo.scripts_check_memory_redteam_py.function.py_function_scripts_check_memory_redteam_self_test,source_657abd343511e88331086248,derived_from,"{""line"": 18, ""symbol"": ""_self_test""}",candidate
primitive.repo.scripts_check_memory_redteam_py.function.py_function_scripts_check_memory_redteam_self_test_chk,source_657abd343511e88331086248,derived_from,"{""line"": 21, ""symbol"": ""chk""}",candidate
primitive.repo.scripts_check_memory_redteam_py.instance.py_inst_scripts_check_memory_redteam_self_test_pr,source_657abd343511e88331086248,derived_from,"{""line"": 35, ""symbol"": ""pr""}",candidate
