registry_record_id,registry_source_id,role,evidence_span,license_status
primitive.repo.scripts_aidevobserver_hook_py.function.py_function_scripts_aidevobserver_hook_settings_snippet,source_0aa3ba1b8d8ba0eed1d9d242,derived_from,"{""line"": 95, ""symbol"": ""_settings_snippet""}",candidate
primitive.repo.scripts_aidevobserver_hook_py.function.py_function_scripts_aidevobserver_hook_install,source_0aa3ba1b8d8ba0eed1d9d242,derived_from,"{""line"": 101, ""symbol"": ""_install""}",candidate
primitive.repo.scripts_aidevobserver_hook_py.function.py_function_scripts_aidevobserver_hook_run_hook,source_0aa3ba1b8d8ba0eed1d9d242,derived_from,"{""line"": 130, ""symbol"": ""_run_hook""}",candidate
primitive.repo.scripts_aidevobserver_hook_py.function.py_function_scripts_aidevobserver_hook_self_test,source_0aa3ba1b8d8ba0eed1d9d242,derived_from,"{""line"": 144, ""symbol"": ""_self_test""}",candidate
primitive.repo.scripts_aidevobserver_hook_py.function.py_function_scripts_aidevobserver_hook_self_test_ck,source_0aa3ba1b8d8ba0eed1d9d242,derived_from,"{""line"": 147, ""symbol"": ""ck""}",candidate
primitive.repo.scripts_aidevobserver_hook_py.function.py_function_scripts_aidevobserver_hook_main,source_0aa3ba1b8d8ba0eed1d9d242,derived_from,"{""line"": 194, ""symbol"": ""main""}",candidate
primitive.repo.scripts_aidevobserver_mcp_server_py.const.py_const_scripts_aidevobserver_mcp_server_repo,source_32df51e5b1f77ec7cf0ff85c,derived_from,"{""line"": 31, ""symbol"": ""REPO""}",candidate
primitive.repo.scripts_aidevobserver_mcp_server_py.const.py_const_scripts_aidevobserver_mcp_server_protocol_version,source_32df51e5b1f77ec7cf0ff85c,derived_from,"{""line"": 37, ""symbol"": ""PROTOCOL_VERSION""}",candidate
primitive.repo.scripts_aidevobserver_mcp_server_py.const.py_const_scripts_aidevobserver_mcp_server_server_name,source_32df51e5b1f77ec7cf0ff85c,derived_from,"{""line"": 38, ""symbol"": ""SERVER_NAME""}",candidate
primitive.repo.scripts_aidevobserver_mcp_server_py.const.py_const_scripts_aidevobserver_mcp_server_server_version,source_32df51e5b1f77ec7cf0ff85c,derived_from,"{""line"": 39, ""symbol"": ""SERVER_VERSION""}",candidate
primitive.repo.scripts_aidevobserver_mcp_server_py.var.py_var_scripts_aidevobserver_mcp_server_parse_error,source_32df51e5b1f77ec7cf0ff85c,derived_from,"{""line"": 42, ""symbol"": ""_PARSE_ERROR""}",candidate
primitive.repo.scripts_aidevobserver_mcp_server_py.var.py_var_scripts_aidevobserver_mcp_server_method_not_found,source_32df51e5b1f77ec7cf0ff85c,derived_from,"{""line"": 43, ""symbol"": ""_METHOD_NOT_FOUND""}",candidate
primitive.repo.scripts_aidevobserver_mcp_server_py.var.py_var_scripts_aidevobserver_mcp_server_internal_error,source_32df51e5b1f77ec7cf0ff85c,derived_from,"{""line"": 44, ""symbol"": ""_INTERNAL_ERROR""}",candidate
primitive.repo.scripts_aidevobserver_mcp_server_py.var.py_var_scripts_aidevobserver_mcp_server_session_target_props,source_32df51e5b1f77ec7cf0ff85c,derived_from,"{""line"": 47, ""symbol"": ""_SESSION_TARGET_PROPS""}",candidate
primitive.repo.scripts_aidevobserver_mcp_server_py.const.py_const_scripts_aidevobserver_mcp_server_tools,source_32df51e5b1f77ec7cf0ff85c,derived_from,"{""line"": 56, ""symbol"": ""TOOLS""}",candidate
primitive.repo.scripts_aidevobserver_mcp_server_py.class.py_class_scripts_aidevobserver_mcp_server_toolerror,source_32df51e5b1f77ec7cf0ff85c,derived_from,"{""line"": 95, ""symbol"": ""ToolError""}",candidate
primitive.repo.scripts_aidevobserver_mcp_server_py.function.py_function_scripts_aidevobserver_mcp_server_resolve_path,source_32df51e5b1f77ec7cf0ff85c,derived_from,"{""line"": 100, ""symbol"": ""_resolve_path""}",candidate
primitive.repo.scripts_aidevobserver_mcp_server_py.function.py_function_scripts_aidevobserver_mcp_server_tool_list_sessions,source_32df51e5b1f77ec7cf0ff85c,derived_from,"{""line"": 109, ""symbol"": ""_tool_list_sessions""}",candidate
primitive.repo.scripts_aidevobserver_mcp_server_py.function.py_function_scripts_aidevobserver_mcp_server_tool_review_session,source_32df51e5b1f77ec7cf0ff85c,derived_from,"{""line"": 113, ""symbol"": ""_tool_review_session""}",candidate
primitive.repo.scripts_aidevobserver_mcp_server_py.function.py_function_scripts_aidevobserver_mcp_server_tool_live_review,source_32df51e5b1f77ec7cf0ff85c,derived_from,"{""line"": 122, ""symbol"": ""_tool_live_review""}",candidate
primitive.repo.scripts_aidevobserver_mcp_server_py.var.py_var_scripts_aidevobserver_mcp_server_tool_handlers,source_32df51e5b1f77ec7cf0ff85c,derived_from,"{""line"": 129, ""symbol"": ""_TOOL_HANDLERS""}",candidate
primitive.repo.scripts_aidevobserver_mcp_server_py.function.py_function_scripts_aidevobserver_mcp_server_handle_initialize,source_32df51e5b1f77ec7cf0ff85c,derived_from,"{""line"": 137, ""symbol"": ""handle_initialize""}",candidate
primitive.repo.scripts_aidevobserver_mcp_server_py.function.py_function_scripts_aidevobserver_mcp_server_handle_tools_list,source_32df51e5b1f77ec7cf0ff85c,derived_from,"{""line"": 147, ""symbol"": ""handle_tools_list""}",candidate
primitive.repo.scripts_aidevobserver_mcp_server_py.function.py_function_scripts_aidevobserver_mcp_server_handle_tools_call,source_32df51e5b1f77ec7cf0ff85c,derived_from,"{""line"": 151, ""symbol"": ""handle_tools_call""}",candidate
primitive.repo.scripts_aidevobserver_mcp_server_py.function.py_function_scripts_aidevobserver_mcp_server_error,source_32df51e5b1f77ec7cf0ff85c,derived_from,"{""line"": 166, ""symbol"": ""_error""}",candidate
primitive.repo.scripts_aidevobserver_mcp_server_py.function.py_function_scripts_aidevobserver_mcp_server_dispatch,source_32df51e5b1f77ec7cf0ff85c,derived_from,"{""line"": 170, ""symbol"": ""dispatch""}",candidate
primitive.repo.scripts_aidevobserver_mcp_server_py.function.py_function_scripts_aidevobserver_mcp_server_serve,source_32df51e5b1f77ec7cf0ff85c,derived_from,"{""line"": 197, ""symbol"": ""serve""}",candidate
primitive.repo.scripts_aidevobserver_mcp_server_py.var.py_var_scripts_aidevobserver_mcp_server_synthetic_transcript,source_32df51e5b1f77ec7cf0ff85c,derived_from,"{""line"": 219, ""symbol"": ""_SYNTHETIC_TRANSCRIPT""}",candidate
primitive.repo.scripts_aidevobserver_mcp_server_py.function.py_function_scripts_aidevobserver_mcp_server_self_test,source_32df51e5b1f77ec7cf0ff85c,derived_from,"{""line"": 230, ""symbol"": ""_self_test""}",candidate
primitive.repo.scripts_aidevobserver_mcp_server_py.function.py_function_scripts_aidevobserver_mcp_server_self_test_ck,source_32df51e5b1f77ec7cf0ff85c,derived_from,"{""line"": 237, ""symbol"": ""ck""}",candidate
primitive.repo.scripts_aidevobserver_mcp_server_py.instance.py_inst_scripts_aidevobserver_mcp_server_self_test_tmp,source_32df51e5b1f77ec7cf0ff85c,derived_from,"{""line"": 259, ""symbol"": ""tmp""}",candidate
primitive.repo.scripts_aidevobserver_mcp_server_py.function.py_function_scripts_aidevobserver_mcp_server_main,source_32df51e5b1f77ec7cf0ff85c,derived_from,"{""line"": 334, ""symbol"": ""main""}",candidate
primitive.repo.scripts_aidevobserver_primitive_lifecycle_py.const.py_const_scripts_aidevobserver_primitive_lifecycle_repo,source_5174a21f92a7fb8b961af807,derived_from,"{""line"": 14, ""symbol"": ""REPO""}",candidate
primitive.repo.scripts_aidevobserver_project_scaffold_py.const.py_const_scripts_aidevobserver_project_scaffold_repo,source_2880818086977fc8ae12ac57,derived_from,"{""line"": 24, ""symbol"": ""REPO""}",candidate
primitive.repo.scripts_aidevobserver_project_scaffold_py.const.py_const_scripts_aidevobserver_project_scaffold_framework_skills,source_2880818086977fc8ae12ac57,derived_from,"{""line"": 29, ""symbol"": ""FRAMEWORK_SKILLS""}",candidate
primitive.repo.scripts_aidevobserver_project_scaffold_py.class.py_class_scripts_aidevobserver_project_scaffold_templatefile,source_2880818086977fc8ae12ac57,derived_from,"{""line"": 40, ""symbol"": ""TemplateFile""}",candidate
primitive.repo.scripts_aidevobserver_project_scaffold_py.var.py_var_scripts_aidevobserver_project_scaffold_templatefile_path,source_2880818086977fc8ae12ac57,derived_from,"{""line"": 41, ""symbol"": ""path""}",candidate
primitive.repo.scripts_aidevobserver_project_scaffold_py.var.py_var_scripts_aidevobserver_project_scaffold_templatefile_content,source_2880818086977fc8ae12ac57,derived_from,"{""line"": 42, ""symbol"": ""content""}",candidate
primitive.repo.scripts_aidevobserver_project_scaffold_py.function.py_function_scripts_aidevobserver_project_scaffold_skill_text,source_2880818086977fc8ae12ac57,derived_from,"{""line"": 45, ""symbol"": ""_skill_text""}",candidate
primitive.repo.scripts_aidevobserver_project_scaffold_py.function.py_function_scripts_aidevobserver_project_scaffold_templates,source_2880818086977fc8ae12ac57,derived_from,"{""line"": 67, ""symbol"": ""_templates""}",candidate
primitive.repo.scripts_aidevobserver_project_scaffold_py.function.py_function_scripts_aidevobserver_project_scaffold_scaffold,source_2880818086977fc8ae12ac57,derived_from,"{""line"": 203, ""symbol"": ""scaffold""}",candidate
primitive.repo.scripts_aidevobserver_project_scaffold_py.function.py_function_scripts_aidevobserver_project_scaffold_self_test,source_2880818086977fc8ae12ac57,derived_from,"{""line"": 222, ""symbol"": ""_self_test""}",candidate
primitive.repo.scripts_aidevobserver_project_scaffold_py.instance.py_inst_scripts_aidevobserver_project_scaffold_self_test_root,source_2880818086977fc8ae12ac57,derived_from,"{""line"": 225, ""symbol"": ""root""}",candidate
primitive.repo.scripts_aidevobserver_project_scaffold_py.function.py_function_scripts_aidevobserver_project_scaffold_main,source_2880818086977fc8ae12ac57,derived_from,"{""line"": 266, ""symbol"": ""main""}",candidate
primitive.repo.scripts_aidevobserver_pypi_source_scan_py.const.py_const_scripts_aidevobserver_pypi_source_scan_repo,source_5f7de7a7f6dc7523687c950a,derived_from,"{""line"": 38, ""symbol"": ""REPO""}",candidate
primitive.repo.scripts_aidevobserver_pypi_source_scan_py.const.py_const_scripts_aidevobserver_pypi_source_scan_default_out_dir,source_5f7de7a7f6dc7523687c950a,derived_from,"{""line"": 39, ""symbol"": ""DEFAULT_OUT_DIR""}",candidate
primitive.repo.scripts_aidevobserver_pypi_source_scan_py.const.py_const_scripts_aidevobserver_pypi_source_scan_source_candidates_file,source_5f7de7a7f6dc7523687c950a,derived_from,"{""line"": 40, ""symbol"": ""SOURCE_CANDIDATES_FILE""}",candidate
primitive.repo.scripts_aidevobserver_pypi_source_scan_py.const.py_const_scripts_aidevobserver_pypi_source_scan_primitive_drafts_file,source_5f7de7a7f6dc7523687c950a,derived_from,"{""line"": 41, ""symbol"": ""PRIMITIVE_DRAFTS_FILE""}",candidate
primitive.repo.scripts_aidevobserver_pypi_source_scan_py.const.py_const_scripts_aidevobserver_pypi_source_scan_pypi_json_url,source_5f7de7a7f6dc7523687c950a,derived_from,"{""line"": 42, ""symbol"": ""PYPI_JSON_URL""}",candidate
primitive.repo.scripts_aidevobserver_pypi_source_scan_py.const.py_const_scripts_aidevobserver_pypi_source_scan_user_agent,source_5f7de7a7f6dc7523687c950a,derived_from,"{""line"": 43, ""symbol"": ""USER_AGENT""}",candidate
primitive.repo.scripts_aidevobserver_pypi_source_scan_py.const.py_const_scripts_aidevobserver_pypi_source_scan_common_python_packages,source_5f7de7a7f6dc7523687c950a,derived_from,"{""line"": 45, ""symbol"": ""COMMON_PYTHON_PACKAGES""}",candidate
primitive.repo.scripts_aidevobserver_pypi_source_scan_py.const.py_const_scripts_aidevobserver_pypi_source_scan_capability_hints,source_5f7de7a7f6dc7523687c950a,derived_from,"{""line"": 62, ""symbol"": ""CAPABILITY_HINTS""}",candidate
primitive.repo.scripts_aidevobserver_pypi_source_scan_py.function.py_function_scripts_aidevobserver_pypi_source_scan_utc,source_5f7de7a7f6dc7523687c950a,derived_from,"{""line"": 80, ""symbol"": ""_utc""}",candidate
primitive.repo.scripts_aidevobserver_pypi_source_scan_py.function.py_function_scripts_aidevobserver_pypi_source_scan_canon,source_5f7de7a7f6dc7523687c950a,derived_from,"{""line"": 84, ""symbol"": ""_canon""}",candidate
primitive.repo.scripts_aidevobserver_pypi_source_scan_py.function.py_function_scripts_aidevobserver_pypi_source_scan_sha,source_5f7de7a7f6dc7523687c950a,derived_from,"{""line"": 88, ""symbol"": ""_sha""}",candidate
primitive.repo.scripts_aidevobserver_pypi_source_scan_py.function.py_function_scripts_aidevobserver_pypi_source_scan_slug,source_5f7de7a7f6dc7523687c950a,derived_from,"{""line"": 93, ""symbol"": ""_slug""}",candidate
primitive.repo.scripts_aidevobserver_pypi_source_scan_py.function.py_function_scripts_aidevobserver_pypi_source_scan_read_jsonl,source_5f7de7a7f6dc7523687c950a,derived_from,"{""line"": 100, ""symbol"": ""_read_jsonl""}",candidate
primitive.repo.scripts_aidevobserver_pypi_source_scan_py.function.py_function_scripts_aidevobserver_pypi_source_scan_append_unique,source_5f7de7a7f6dc7523687c950a,derived_from,"{""line"": 116, ""symbol"": ""_append_unique""}",candidate
primitive.repo.scripts_aidevobserver_pypi_source_scan_py.function.py_function_scripts_aidevobserver_pypi_source_scan_fetch_pypi_json,source_5f7de7a7f6dc7523687c950a,derived_from,"{""line"": 131, ""symbol"": ""_fetch_pypi_json""}",candidate
primitive.repo.scripts_aidevobserver_pypi_source_scan_py.function.py_function_scripts_aidevobserver_pypi_source_scan_metadata_summary,source_5f7de7a7f6dc7523687c950a,derived_from,"{""line"": 144, ""symbol"": ""_metadata_summary""}",candidate
primitive.repo.scripts_aidevobserver_pypi_source_scan_py.function.py_function_scripts_aidevobserver_pypi_source_scan_source_candidate,source_5f7de7a7f6dc7523687c950a,derived_from,"{""line"": 163, ""symbol"": ""_source_candidate""}",candidate
primitive.repo.scripts_aidevobserver_pypi_source_scan_py.function.py_function_scripts_aidevobserver_pypi_source_scan_primitive_opportunity,source_5f7de7a7f6dc7523687c950a,derived_from,"{""line"": 199, ""symbol"": ""_primitive_opportunity""}",candidate
primitive.repo.scripts_aidevobserver_pypi_source_scan_py.function.py_function_scripts_aidevobserver_pypi_source_scan_derive_records_from_payload,source_5f7de7a7f6dc7523687c950a,derived_from,"{""line"": 248, ""symbol"": ""derive_records_from_payload""}",candidate
primitive.repo.scripts_aidevobserver_pypi_source_scan_py.function.py_function_scripts_aidevobserver_pypi_source_scan_scan_packages,source_5f7de7a7f6dc7523687c950a,derived_from,"{""line"": 257, ""symbol"": ""scan_packages""}",candidate
primitive.repo.scripts_aidevobserver_pypi_source_scan_py.function.py_function_scripts_aidevobserver_pypi_source_scan_fixture_payload,source_5f7de7a7f6dc7523687c950a,derived_from,"{""line"": 281, ""symbol"": ""_fixture_payload""}",candidate
primitive.repo.scripts_aidevobserver_pypi_source_scan_py.function.py_function_scripts_aidevobserver_pypi_source_scan_self_test,source_5f7de7a7f6dc7523687c950a,derived_from,"{""line"": 296, ""symbol"": ""self_test""}",candidate
primitive.repo.scripts_aidevobserver_pypi_source_scan_py.function.py_function_scripts_aidevobserver_pypi_source_scan_main,source_5f7de7a7f6dc7523687c950a,derived_from,"{""line"": 312, ""symbol"": ""main""}",candidate
primitive.repo.scripts_aidevobserver_pypi_source_scan_py.instance.py_inst_scripts_aidevobserver_pypi_source_scan_main_out_dir,source_5f7de7a7f6dc7523687c950a,derived_from,"{""line"": 342, ""symbol"": ""out_dir""}",candidate
primitive.repo.scripts_alias_resolver_py.var.py_var_scripts_alias_resolver_repo_root,source_ded137913de3bb9dc84c37d5,derived_from,"{""line"": 34, ""symbol"": ""_REPO_ROOT""}",candidate
primitive.repo.scripts_alias_resolver_py.var.py_var_scripts_alias_resolver_repo,source_ded137913de3bb9dc84c37d5,derived_from,"{""line"": 38, ""symbol"": ""_REPO""}",candidate
primitive.repo.scripts_alias_resolver_py.const.py_const_scripts_alias_resolver_canonical_terms,source_ded137913de3bb9dc84c37d5,derived_from,"{""line"": 39, ""symbol"": ""CANONICAL_TERMS""}",candidate
primitive.repo.scripts_alias_resolver_py.const.py_const_scripts_alias_resolver_alias_pack_dir,source_ded137913de3bb9dc84c37d5,derived_from,"{""line"": 40, ""symbol"": ""ALIAS_PACK_DIR""}",candidate
primitive.repo.scripts_alias_resolver_py.const.py_const_scripts_alias_resolver_alias_pack_schema,source_ded137913de3bb9dc84c37d5,derived_from,"{""line"": 41, ""symbol"": ""ALIAS_PACK_SCHEMA""}",candidate
primitive.repo.scripts_alias_resolver_py.const.py_const_scripts_alias_resolver_blocked_terms,source_ded137913de3bb9dc84c37d5,derived_from,"{""line"": 44, ""symbol"": ""BLOCKED_TERMS""}",candidate
primitive.repo.scripts_alias_resolver_py.function.py_function_scripts_alias_resolver_load_canonical_terms,source_ded137913de3bb9dc84c37d5,derived_from,"{""line"": 48, ""symbol"": ""load_canonical_terms""}",candidate
primitive.repo.scripts_alias_resolver_py.function.py_function_scripts_alias_resolver_load_pack,source_ded137913de3bb9dc84c37d5,derived_from,"{""line"": 54, ""symbol"": ""load_pack""}",candidate
primitive.repo.scripts_alias_resolver_py.function.py_function_scripts_alias_resolver_check_value,source_ded137913de3bb9dc84c37d5,derived_from,"{""line"": 62, ""symbol"": ""check_value""}",candidate
primitive.repo.scripts_alias_resolver_py.function.py_function_scripts_alias_resolver_alias_from_pack,source_ded137913de3bb9dc84c37d5,derived_from,"{""line"": 68, ""symbol"": ""_alias_from_pack""}",candidate
primitive.repo.scripts_alias_resolver_py.function.py_function_scripts_alias_resolver_resolve,source_ded137913de3bb9dc84c37d5,derived_from,"{""line"": 73, ""symbol"": ""resolve""}",candidate
primitive.repo.scripts_alias_resolver_py.function.py_function_scripts_alias_resolver_self_test,source_ded137913de3bb9dc84c37d5,derived_from,"{""line"": 112, ""symbol"": ""_self_test""}",candidate
primitive.repo.scripts_alias_resolver_py.function.py_function_scripts_alias_resolver_self_test_check,source_ded137913de3bb9dc84c37d5,derived_from,"{""line"": 115, ""symbol"": ""check""}",candidate
primitive.repo.scripts_alias_resolver_py.instance.py_inst_scripts_alias_resolver_self_test_v,source_ded137913de3bb9dc84c37d5,derived_from,"{""line"": 124, ""symbol"": ""v""}",candidate
primitive.repo.scripts_alias_resolver_py.function.py_function_scripts_alias_resolver_main,source_ded137913de3bb9dc84c37d5,derived_from,"{""line"": 169, ""symbol"": ""_main""}",candidate
primitive.repo.scripts_api_context_handler_py.var.py_var_scripts_api_context_handler_repo,source_a55532b853dc7c00b1682e93,derived_from,"{""line"": 18, ""symbol"": ""_REPO""}",candidate
primitive.repo.scripts_api_context_handler_py.const.py_const_scripts_api_context_handler_routes,source_a55532b853dc7c00b1682e93,derived_from,"{""line"": 20, ""symbol"": ""ROUTES""}",candidate
primitive.repo.scripts_api_context_handler_py.var.py_var_scripts_api_context_handler_responses,source_a55532b853dc7c00b1682e93,derived_from,"{""line"": 23, ""symbol"": ""_RESPONSES""}",candidate
primitive.repo.scripts_api_context_handler_py.var.py_var_scripts_api_context_handler_receipts,source_a55532b853dc7c00b1682e93,derived_from,"{""line"": 24, ""symbol"": ""_RECEIPTS""}",candidate
primitive.repo.scripts_api_context_handler_py.var.py_var_scripts_api_context_handler_latest,source_a55532b853dc7c00b1682e93,derived_from,"{""line"": 25, ""symbol"": ""_LATEST""}",candidate
primitive.repo.scripts_api_context_handler_py.function.py_function_scripts_api_context_handler_as_bool,source_a55532b853dc7c00b1682e93,derived_from,"{""line"": 30, ""symbol"": ""_as_bool""}",candidate
primitive.repo.scripts_api_context_handler_py.function.py_function_scripts_api_context_handler_serve,source_a55532b853dc7c00b1682e93,derived_from,"{""line"": 38, ""symbol"": ""serve""}",candidate
primitive.repo.scripts_api_context_handler_py.function.py_function_scripts_api_context_handler_get_response,source_a55532b853dc7c00b1682e93,derived_from,"{""line"": 56, ""symbol"": ""get_response""}",candidate
primitive.repo.scripts_api_context_handler_py.function.py_function_scripts_api_context_handler_get_receipt,source_a55532b853dc7c00b1682e93,derived_from,"{""line"": 61, ""symbol"": ""get_receipt""}",candidate
primitive.repo.scripts_api_context_handler_py.function.py_function_scripts_api_context_handler_runtime_sections,source_a55532b853dc7c00b1682e93,derived_from,"{""line"": 66, ""symbol"": ""runtime_sections""}",candidate
primitive.repo.scripts_api_context_handler_py.function.py_function_scripts_api_context_handler_runtime_consumption,source_a55532b853dc7c00b1682e93,derived_from,"{""line"": 76, ""symbol"": ""runtime_consumption""}",candidate
primitive.repo.scripts_api_context_handler_py.function.py_function_scripts_api_context_handler_handle,source_a55532b853dc7c00b1682e93,derived_from,"{""line"": 86, ""symbol"": ""handle""}",candidate
primitive.repo.scripts_api_context_handler_py.function.py_function_scripts_api_context_handler_owns,source_a55532b853dc7c00b1682e93,derived_from,"{""line"": 103, ""symbol"": ""owns""}",candidate
primitive.repo.scripts_api_determinism_handler_py.const.py_const_scripts_api_determinism_handler_routes,source_c6dcd942051ac3009828adff,derived_from,"{""line"": 31, ""symbol"": ""ROUTES""}",candidate
primitive.repo.scripts_api_determinism_handler_py.var.py_var_scripts_api_determinism_handler_now,source_c6dcd942051ac3009828adff,derived_from,"{""line"": 44, ""symbol"": ""_NOW""}",candidate
primitive.repo.scripts_api_determinism_handler_py.var.py_var_scripts_api_determinism_handler_cache,source_c6dcd942051ac3009828adff,derived_from,"{""line"": 51, ""symbol"": ""_CACHE""}",candidate
primitive.repo.scripts_api_determinism_handler_py.function.py_function_scripts_api_determinism_handler_build,source_c6dcd942051ac3009828adff,derived_from,"{""line"": 54, ""symbol"": ""_build""}",candidate
primitive.repo.scripts_api_determinism_handler_py.function.py_function_scripts_api_determinism_handler_scrub,source_c6dcd942051ac3009828adff,derived_from,"{""line"": 68, ""symbol"": ""_scrub""}",candidate
primitive.repo.scripts_api_determinism_handler_py.function.py_function_scripts_api_determinism_handler_degraded,source_c6dcd942051ac3009828adff,derived_from,"{""line"": 79, ""symbol"": ""_degraded""}",candidate
primitive.repo.scripts_api_determinism_handler_py.function.py_function_scripts_api_determinism_handler_project,source_c6dcd942051ac3009828adff,derived_from,"{""line"": 85, ""symbol"": ""_project""}",candidate
primitive.repo.scripts_api_determinism_handler_py.function.py_function_scripts_api_determinism_handler_handle,source_c6dcd942051ac3009828adff,derived_from,"{""line"": 97, ""symbol"": ""handle""}",candidate
primitive.repo.scripts_api_determinism_handler_py.function.py_function_scripts_api_determinism_handler_owns,source_c6dcd942051ac3009828adff,derived_from,"{""line"": 109, ""symbol"": ""owns""}",candidate
primitive.repo.scripts_api_determinism_handler_py.var.py_var_scripts_api_determinism_handler_r,source_c6dcd942051ac3009828adff,derived_from,"{""line"": 114, ""symbol"": ""r""}",candidate
primitive.repo.scripts_api_determinism_handler_py.var.py_var_scripts_api_determinism_handler_code,source_c6dcd942051ac3009828adff,derived_from,"{""line"": 115, ""symbol"": ""code""}",candidate
primitive.repo.scripts_api_determinism_handler_py.var.py_var_scripts_api_determinism_handler_body,source_c6dcd942051ac3009828adff,derived_from,"{""line"": 115, ""symbol"": ""body""}",candidate
primitive.repo.scripts_api_inference_handler_py.const.py_const_scripts_api_inference_handler_routes,source_9cff5251ed84d24ba44015ab,derived_from,"{""line"": 22, ""symbol"": ""ROUTES""}",candidate
primitive.repo.scripts_api_inference_handler_py.var.py_var_scripts_api_inference_handler_receipts,source_9cff5251ed84d24ba44015ab,derived_from,"{""line"": 26, ""symbol"": ""_RECEIPTS""}",candidate
primitive.repo.scripts_api_inference_handler_py.var.py_var_scripts_api_inference_handler_demo_now,source_9cff5251ed84d24ba44015ab,derived_from,"{""line"": 28, ""symbol"": ""_DEMO_NOW""}",candidate
primitive.repo.scripts_api_inference_handler_py.var.py_var_scripts_api_inference_handler_leak,source_9cff5251ed84d24ba44015ab,derived_from,"{""line"": 33, ""symbol"": ""_LEAK""}",candidate
primitive.repo.scripts_api_inference_handler_py.function.py_function_scripts_api_inference_handler_err,source_9cff5251ed84d24ba44015ab,derived_from,"{""line"": 37, ""symbol"": ""_err""}",candidate
primitive.repo.scripts_api_inference_handler_py.function.py_function_scripts_api_inference_handler_guard,source_9cff5251ed84d24ba44015ab,derived_from,"{""line"": 41, ""symbol"": ""_guard""}",candidate
primitive.repo.scripts_api_inference_handler_py.function.py_function_scripts_api_inference_handler_get,source_9cff5251ed84d24ba44015ab,derived_from,"{""line"": 48, ""symbol"": ""_get""}",candidate
primitive.repo.scripts_api_inference_handler_py.function.py_function_scripts_api_inference_handler_post,source_9cff5251ed84d24ba44015ab,derived_from,"{""line"": 64, ""symbol"": ""_post""}",candidate
primitive.repo.scripts_api_inference_handler_py.function.py_function_scripts_api_inference_handler_handle,source_9cff5251ed84d24ba44015ab,derived_from,"{""line"": 90, ""symbol"": ""handle""}",candidate
primitive.repo.scripts_api_inference_handler_py.var.all,source_9cff5251ed84d24ba44015ab,derived_from,"{""line"": 103, ""symbol"": ""__all__""}",candidate
primitive.repo.scripts_api_memory_handler_py.var.py_var_scripts_api_memory_handler_repo,source_67bc2df3151715f7854ae531,derived_from,"{""line"": 38, ""symbol"": ""_REPO""}",candidate
primitive.repo.scripts_api_memory_handler_py.var.py_var_scripts_api_memory_handler_arch,source_67bc2df3151715f7854ae531,derived_from,"{""line"": 39, ""symbol"": ""_ARCH""}",candidate
primitive.repo.scripts_api_memory_handler_py.const.py_const_scripts_api_memory_handler_routes,source_67bc2df3151715f7854ae531,derived_from,"{""line"": 42, ""symbol"": ""ROUTES""}",candidate
primitive.repo.scripts_api_memory_handler_py.const.py_const_scripts_api_memory_handler_candidate,source_67bc2df3151715f7854ae531,derived_from,"{""line"": 52, ""symbol"": ""CANDIDATE""}",candidate
primitive.repo.scripts_api_memory_handler_py.var.py_var_scripts_api_memory_handler_forbidden_statuses,source_67bc2df3151715f7854ae531,derived_from,"{""line"": 54, ""symbol"": ""_FORBIDDEN_STATUSES""}",candidate
primitive.repo.scripts_api_memory_handler_py.var.py_var_scripts_api_memory_handler_working_providers,source_67bc2df3151715f7854ae531,derived_from,"{""line"": 58, ""symbol"": ""_WORKING_PROVIDERS""}",candidate
primitive.repo.scripts_api_memory_handler_py.var.py_var_scripts_api_memory_handler_candidate_providers,source_67bc2df3151715f7854ae531,derived_from,"{""line"": 64, ""symbol"": ""_CANDIDATE_PROVIDERS""}",candidate
primitive.repo.scripts_api_memory_handler_py.var.py_var_scripts_api_memory_handler_traces,source_67bc2df3151715f7854ae531,derived_from,"{""line"": 74, ""symbol"": ""_TRACES""}",candidate
primitive.repo.scripts_api_memory_handler_py.var.py_var_scripts_api_memory_handler_now,source_67bc2df3151715f7854ae531,derived_from,"{""line"": 75, ""symbol"": ""_NOW""}",candidate
primitive.repo.scripts_api_memory_handler_py.var.py_var_scripts_api_memory_handler_now_ts,source_67bc2df3151715f7854ae531,derived_from,"{""line"": 76, ""symbol"": ""_NOW_TS""}",candidate
primitive.repo.scripts_api_memory_handler_py.function.py_function_scripts_api_memory_handler_import,source_67bc2df3151715f7854ae531,derived_from,"{""line"": 82, ""symbol"": ""_import""}",candidate
primitive.repo.scripts_api_memory_handler_py.function.py_function_scripts_api_memory_handler_instance,source_67bc2df3151715f7854ae531,derived_from,"{""line"": 90, ""symbol"": ""_instance""}",candidate
primitive.repo.scripts_api_memory_handler_py.var.py_var_scripts_api_memory_handler_working_cache,source_67bc2df3151715f7854ae531,derived_from,"{""line"": 105, ""symbol"": ""_WORKING_CACHE""}",candidate
primitive.repo.scripts_api_memory_handler_py.function.py_function_scripts_api_memory_handler_first_working_provider,source_67bc2df3151715f7854ae531,derived_from,"{""line"": 108, ""symbol"": ""_first_working_provider""}",candidate
primitive.repo.scripts_api_memory_handler_py.function.py_function_scripts_api_memory_handler_record_trace,source_67bc2df3151715f7854ae531,derived_from,"{""line"": 121, ""symbol"": ""_record_trace""}",candidate
